Serial No,movie_id,movie_name,year,genre,overview,director,cast,poster_url,rating,votes
1918,tt13178692,376 D,2020,"Crime, Thriller","In a series of heinous events one dark night, in the by lanes of Delhi; two brothers come face-to-face with a nightmare they never imagined. Their entire life turns upside down. Soon they ...                See full summary »","Gunveen Kaur, Robin Sikarwar","Vivek Kumar, Deeksha Joshi, Sumit Singh Sikarwar, Priyanka Sharma",https://m.media-amazon.com/images/M/MV5BNjgwYzkzODYtYzkyMy00YjhhLWJiN2MtNjUyNDA2ODIxZGQ2XkEyXkFqcGc@._V1_.jpg,5.4,310
1919,tt0105394,Shola Aur Shabnam,1992,"Action, Comedy, Drama","The spoiled and arrogant brother, Bali, of notorious gangster, Kali Baba, enlists in the National Cadet Corps, and wants to have his way with his fellow-students and trainer, Inder Mohan ...                See full summary »",David Dhawan,"Govinda, Divya Bharti, Gulshan Grover, Alok Nath",https://m.media-amazon.com/images/M/MV5BMmI0MmFhN2UtNWJjNC00MDI4LTlmMDctMWE4MDFhYzNkMjg5XkEyXkFqcGc@._V1_.jpg,6.5,1284
1920,tt0443594,Naina,2005,"Drama, Horror, Mystery","After receiving an eye transplant, a young woman realizes that she can see into the supernatural world.",Shripal Morakhia,"Urmila Matondkar, Anuj Sawhney, Malavika Nair, Amardeep Jha",https://m.media-amazon.com/images/M/MV5BYjMyMjI5YjktZTczZC00OTg5LWE5NDQtMThmNzUwNWUxODUwXkEyXkFqcGc@._V1_.jpg,4.2,889
1921,tt0309926,Noorie,1979,"Drama, Family, Romance",NOORIE tells a simple and touching story of Noorie and Yusuf's fearless love and dream at all cost.,Manmohan Krishna,"Farooq Shaikh, Poonam Dhillon, Madan Puri, Iftekhar",https://m.media-amazon.com/images/M/MV5BZTE3ZjhmNWEtZTEwMC00MWJiLTk0ZGMtMTE0MWM2ODM2MjI1XkEyXkFqcGc@._V1_.jpg,6.2,346
1922,tt3059106,Satya 2,2013,"Action, Crime, Drama","To build a strong underworld, a man comes to Mumbai to rectify the errors made by previous mafia leaders.",Ram Gopal Varma,"Puneet Singh Ratn, Sharwanand, Anaika Soti, Mahesh Thakur",https://m.media-amazon.com/images/M/MV5BMTQ1Nzc0OTMwNV5BMl5BanBnXkFtZTgwNTkyMzY0MDE@._V1_.jpg,5.8,1078
1923,tt0329354,Marigold,2007,"Comedy, Music, Romance",Ali Larter plays an American actress who becomes immersed in the Bollywood film world.,Willard Carroll,"Salman Khan, Ali Larter, Nandana Sen, Ian Bohen",https://m.media-amazon.com/images/M/MV5BMWE1ZmU2NWItMmQ1MS00OWE3LWIxN2EtNmFmMjkyNzRhOWQ3XkEyXkFqcGc@._V1_.jpg,4.8,2108
1924,tt5056470,Teraa Surroor,2016,"Action, Drama, Romance","Tara Wadia (Farah Karimaee), a singer and girlfriend of a gangster Raghu (Himesh Reshammiya) lives with her mother (Shernaz Patel). She goes to Dublin where she gets detained after being ...                See full summary »",Shawn Arranha,"Himesh Reshammiya, Farah Karimaee, Naseeruddin Shah, Shekhar Kapur",https://m.media-amazon.com/images/M/MV5BZWE1NTkxMDktMDEzZS00OWQ5LWE0ZDAtZGU4YjczY2Y0NDU3XkEyXkFqcGc@._V1_.jpg,2.7,958
1925,tt6649234,Be Happy,, ,Story of a father and his 13 year old daughter.,Remo D'Souza,"Abhishek Bachchan, Nora Fatehi",https://m.media-amazon.com/images/M/MV5BOGIwOWY4N2QtZjk2NS00ZmViLTkwNmQtZjZmMzhlY2RjNTkwXkEyXkFqcGc@._V1_.jpg,6.9,714
1926,tt0392883,Valley of Flowers,2006,"Adventure, Drama, Fantasy","A great Asian love story, an unforgettable tale about passion, death and reincarnation. A mesmerizing Himalayan epic that spans two centuries, from the Silk Route of the early 19th century to the bustling metropolis of modern-day Tokyo.",Pan Nalin,"Milind Soman, Mylène Jampanoï, Naseeruddin Shah, Jampa Kalsang Tamang",https://m.media-amazon.com/images/M/MV5BNDI0ZjU3ZTItMjgxZS00NmYxLTgwNjAtNjk2YzUyNzNhYWNmXkEyXkFqcGc@._V1_.jpg,6.9,1931
1927,tt0382385,Zameen,2003,"Action, Adventure, Thriller","Colonel Ranvir and ACP Jaideep joins forces to fight against Pakistani terrorists, who hijacks an Indian airplane and demands to free their militant leader in return.",Rohit Shetty,"Ajay Devgn, Abhishek Bachchan, Bipasha Basu, Mukesh Tiwari",https://m.media-amazon.com/images/M/MV5BN2NkZTg3M2EtZGJmNC00ODdlLWI0OTAtOGJjYjdhMDg0ZjNiXkEyXkFqcGc@._V1_.jpg,5.4,1762
1928,tt11024972,Odd Couple,2019,Drama,The movie revolves around two couples with age gaps of 15 years.,Prashant Johari,"Pradeep Singh Adhikari, Sumit Gulati, Suchitra Krishnamoorthi, Manoj Pahwa",https://m.media-amazon.com/images/M/MV5BZDIwOWRjYTYtZTFkYy00OWVkLTgxMTEtOTZmYWJkZjExMWYzXkEyXkFqcGc@._V1_.jpg,4.9,419
1929,tt0404797,Ayee Milan Ki Raat,1991,Romance,"A Tantrik converts two lovers into a snake, one at sunset and one at sunrise.",K. Pappu,"Avinash Wadhawan, Shaheen, Anupam Kher, Kulbhushan Kharbanda",https://m.media-amazon.com/images/M/MV5BZTdjOTdhMTEtY2RmYS00NDY1LTk4ODUtMjM1YjkxZDJiZDQwXkEyXkFqcGc@._V1_.jpg,5.9,68
1930,tt0298327,Fakira,1976,"Action, Drama, Thriller","Vijay helps the poor and robs the rich, while Ajay is assigned the job to bring Vijay to justice. Thirsty for each other's blood, both men are unaware that they are brothers separated at a young age.",C.P. Dixit,"Shashi Kapoor, Shabana Azmi, Govardhan Asrani, Aruna Irani",https://m.media-amazon.com/images/M/MV5BYWE4MGI3YzgtYTk2Yy00NjAyLWExNDAtNzUyNWZlYzQxZTIyXkEyXkFqcGc@._V1_.jpg,6.2,128
1931,tt4716304,SOS: Secrets of Sex,2013,Drama,Prachi becomes pregnant and she and her boyfriend are trying to solve the matter by the way of abortion.,Kumaar Aadarsh,"Kumaar Aadarsh, Gagan Guru, Harman Preet Kaur, Ritesh Raghuvanshi",https://m.media-amazon.com/images/M/MV5BM2QxNWYxN2MtMTIwZS00ZDJiLWEyMzUtZmU3OTk1YmY3ZTZkXkEyXkFqcGc@._V1_.jpg,6.1,44
1932,tt6545212,Leera the Soulmate,2018,Sci-Fi,"Salman Khan Also Has An Important Cameo In One The Scene's. While leaving the space Salman comes to pick her up to take her back. Later on this scene was removed as the director said ""Salman Didn't Act Well""",Sumnash Sri Kaljai,"Rishabh Arora, Dank Rishu, Mehul Adwani, Emiway Bantai",https://m.media-amazon.com/images/M/MV5BNTM2YmNjNzQtZjllNi00YTBlLTkzNWMtODdiNjJlZGMwYWNjXkEyXkFqcGc@._V1_.jpg,4.7,2204
1933,tt0156014,Red Rose,1980,"Crime, Horror, Mystery","Anand lives a wealthy lifestyle in Bombay in a palatial house, and runs a business 'Export India'. While shopping at Roopsagar Clothing Store, he meets one of the Sales Clerks', Sharda, and...                See full summary »",Bharathiraja,"Rajesh Khanna, Poonam Dhillon, Aruna Irani, Om Shivpuri",https://m.media-amazon.com/images/M/MV5BMTE2MjM2ODUtMDc5MC00YTQ4LWE2YWYtNjhiNDA3Zjk1Yzc0XkEyXkFqcGc@._V1_.jpg,6.2,226
1934,tt0099651,Ghar Ho To Aisa,1990,Drama,"The Kumar family consists of Ramprasad, his wife, Durga; their married son, Vijay, his wife, Sharda, their daughter, Pinky; a married daughter who lives with them, Kanchan, her husband, ...                See full summary »",Kalpataru,"Anil Kapoor, Meenakshi Sheshadri, Raj Kiran, Deepti Naval",https://m.media-amazon.com/images/M/MV5BYzc3ZWNmNTMtMWI3MS00NTc4LTlkNzItOTE4MzllMjNiNjI4XkEyXkFqcGc@._V1_.jpg,6,480
1935,tt0381324,Khooni Mahal,1987,Horror,"After years of burial, a monster is accidentally set free by a group of people which leads to disastrous sequence of incidents.",Mohan Bhakri,"Raj Kiran, Shoma Anand, Javed Khan, Neelam Mehra",https://m.media-amazon.com/images/M/MV5BYWY4NGQzZDYtNjAxNi00NDQzLThkMTktNmFiOWIwMmJjYzQyXkEyXkFqcGc@._V1_.jpg,6.3,60
1936,tt1753640,Crook: It's Good to Be Bad,2010,"Action, Crime, Drama",Corrupt police and racially motivated attacks against Indian students complicate a re-located crook's life in Australia.,Mohit Suri,"Emraan Hashmi, Neha Sharma, Arjan Bajwa, Mashhoor Amrohi",https://m.media-amazon.com/images/M/MV5BNTEyZDcwZDQtMGEwYy00ODViLWExNGEtYmQzNGNjN2E1ZDgzXkEyXkFqcGc@._V1_.jpg,5.1,2372
1937,tt20259046,Pareshan,2023,Comedy,"Set up in the backdrop of Singareni and Coalaries, the movie sheds light on troubles that arise between friends, family and lovers.",Rupak Ronaldson,"Bunny Abiran, Raju Bedigela, Muralidhar Goud, Pavani Karanam",https://m.media-amazon.com/images/M/MV5BYzc2ODNkZjEtNzBmYi00YWJhLWIzYTMtNWNkZGJhZTYxN2YxXkEyXkFqcGc@._V1_.jpg,5.7,310
1938,tt0451631,Apaharan,2005,"Action, Crime, Drama","Story of a tumultuous and complex relationship between a father (Mohan Agashe) and son (Ajay Devgan), set against the backdrop of a thriving kidnapping industry in the Hindi heartland of Bihar.",Prakash Jha,"Ajay Devgn, Nana Patekar, Bipasha Basu, Ayub Khan",https://m.media-amazon.com/images/M/MV5BZGQxY2NhYzMtZWE3My00NTBlLWFhY2QtNDVhMjdiYTVjMTY5XkEyXkFqcGc@._V1_.jpg,7.4,5334
1939,tt26744173,InCar,2023,"Drama, Thriller",A kidnapped girl's terrifying journey of survival.,Harsh Warrdhan,"Sandeep Goyat, Manish Jhanjholia, Gyan Prakash, Samsher Singh Sam",https://m.media-amazon.com/images/M/MV5BNWQ0YjU2ZjUtZmQ5Ni00YjRmLTk1YmUtYWM0OTEyY2UwNGJjXkEyXkFqcGc@._V1_.jpg,7.7,114
1940,tt9766280,Bhangra Paa Le,2020,"Comedy, Drama, Music","Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own.",Sneha Taurani,"Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar, Parmeet Sethi",https://m.media-amazon.com/images/M/MV5BOTg2NGEzNWUtZjFlNi00NmY4LTg0MzgtZDBiYzI1N2ViYjEzXkEyXkFqcGdeQXVyOTg4MzcyNzQ@._V1_.jpg,6.3,430
1941,tt0135515,Krishna,1996,"Action, Drama, Romance","A convict freshly out of prison is given an undercover name ""Krishna"" and the task to bring down a drug kingpin and his cartel.","S. Deepak, Deepak S. Shivdasani","Suniel Shetty, Karisma Kapoor, Shakti Kapoor, Tinnu Anand",https://m.media-amazon.com/images/M/MV5BODU1NTM1NTI2MV5BMl5BanBnXkFtZTgwMzY4NzYxNTE@._V1_.jpg,5.3,454
1942,tt0439714,Mumbai Express,2005,"Action, Comedy",A bike rider and three small-time crooks kidnap a rich man's son for a huge ransom. But they soon discover that they have the wrong boy who is the illegitimate son of a police officer.,"Singeetam Srinivasa Rao, Dinesh Shailendra","Kamal Haasan, Manisha Koirala, Pasupathy, Nassar",https://m.media-amazon.com/images/M/MV5BOWE0ZWNkODctNjNmNi00NWEzLWJlMTEtZmJhMzlkMjBiYjA2XkEyXkFqcGc@._V1_.jpg,6,1377
1943,tt0078241,Shalimar,1978,"Action, Adventure, Crime","Sir John Locksley, the greatest jewel thief, decides his most prized possession, the Shalimar Ruby, should be passed on to a worthy successor. He invites the best rival jewel thieves to his island estate to participate in a deadly contest.",Krishna Shah,"Dharmendra, Zeenat Aman, Rex Harrison, Sylvia Miles",https://m.media-amazon.com/images/M/MV5BYmU1Nzk3ZmMtNThkYi00MzA5LTg5YTYtOTU2Y2NhOGZhYWUwXkEyXkFqcGc@._V1_.jpg,6.3,650
1944,tt1671446,Aadhi Bhagavan,2013,"Action, Crime, Thriller",An action film about two lookalike criminals in which one wants the other to get killed.,Ameer Sultan,"Jayam Ravi, Nitu Chandra, Sudha Chandran, Saiju Kurup",https://m.media-amazon.com/images/M/MV5BYWZlZmY3MmItZTU2My00ZWU3LWE3MjctZWM0NjM3MWEwNWYyXkEyXkFqcGc@._V1_.jpg,5.5,694
1945,tt0312883,Kya Yehi Pyaar Hai,2002,"Drama, Romance",A college slacker pursues the girl of his dreams and will do just about anything to get her to like him.,K. Muralimohana Rao,"Jackie Shroff, Aftab Shivdasani, Ameesha Patel, Anupama Verma",https://m.media-amazon.com/images/M/MV5BM2ExZmY3Y2YtNDBlZS00ZTdlLWEzZjctY2IzMGJlMDhhNTkwXkEyXkFqcGc@._V1_.jpg,4.2,551
1946,tt11730922,Friendship,2021,"Action, Crime, Drama","Set in college, Friendship is an emotional saga where two friends go out of their way to help a girl get justice, who is sexually abused and killed by goons. Will they succeed? After all, justice delayed is justice denied.","ShamSurya JohnPaulRaj, Jpr, John Paul Raj, Sham Surya","Harbhajan Singh, Arjun Sarja, Losliya Mariyanesan, Sathish",https://m.media-amazon.com/images/M/MV5BOTU2ODM5NDEtMDI2NS00ZmMzLTllOWUtMjM3YzE1MWY3Mjg5XkEyXkFqcGc@._V1_.jpg,5,959
1947,tt1742307,Dunno Y Na Jaane Kyun...,2010,"Drama, Romance",Two men fall in love but struggle to be in a relationship openly in society.,Sanjay Sharma,"Zeenat Aman, Kabir Bedi, Hazel Croney, Helen",https://m.media-amazon.com/images/M/MV5BZTE3ZmM0ZDgtNzZjOC00ZThhLWE2ZDAtNjg1N2NlNmE2MGJmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,3.8,172
1948,tt0274944,Teen Devian,1965,"Musical, Romance","Devdutt Anand works in a company selling musical instruments, and is always late for work, infuriating his boss, I.S. Johar. Things change for the better when Johar finds out that Devdutt ...                See full summary »",Amarjeet,"Dev Anand, Nanda Karnataki, Simi Garewal, I.S. Johar",https://m.media-amazon.com/images/M/MV5BNDQ0OGIyMzctYmE1Zi00YzMzLTg3ZmItZTZmOWRhZTI1OGZmXkEyXkFqcGc@._V1_.jpg,7.3,244
1949,tt6514218,Noblemen,2018,Drama,"A 15 year old boy, struggling with his adolescent years, is terrorized by a gang of bullies in a posh boarding school. This sets forth a chain of events that leads to a loss of life and innocence.",Vandana Kataria,"Kunal Kapoor, Ali Haji, Mohammed Ali Mir, Ivan Rodrigues",https://m.media-amazon.com/images/M/MV5BZjJkNjQ2YmMtZmJjMC00Yjg0LWE3MTYtY2ZkY2JjMDIyOWZkXkEyXkFqcGc@._V1_.jpg,5.7,355
1950,tt0103689,Angaar,1992,"Action, Crime, Drama","An angry slum-dweller is arrested, found guilty, and institutionalized.",Shashilal K. Nair,"Jackie Shroff, Dimple Kapadia, Nana Patekar, Om Puri",https://m.media-amazon.com/images/M/MV5BYTRjOWMzNTEtZDZhZC00ODBmLWFiZjQtNjdmZDk3ZjUxNmI3XkEyXkFqcGc@._V1_.jpg,6.7,378
1951,tt2404519,3G: A Killer Connection,2013,"Horror, Mystery, Sci-Fi",Sam purchase's a second hand cellphone and starts getting mysterious calls.,"Shiirshak S. Anand, Shantanu Ray Chhibber","Neil Nitin Mukesh, Sonal Chauhan, Mrinalini Sharma, Asheesh Kapur",https://m.media-amazon.com/images/M/MV5BMTkwODMzMDI3MF5BMl5BanBnXkFtZTcwMjc0MDQwOQ@@._V1_.jpg,3.6,1253
1952,tt0445022,Jurm,2005,"Crime, Drama, Mystery","Avinash Malhotra (Bobby Deol) is married to Sanjana (Lara Dutta). One night Sanjana is murdered, and Avinash is arrested for the murder of his wife.",Vikram Bhatt,"Kamal Adib, Bobby Deol, Lara Dutta, Milind Gunaji",https://m.media-amazon.com/images/M/MV5BYjlhMDQ1M2UtODk1Ni00ODUwLTg4ZDEtYjZmZjZlZDJkZDFmXkEyXkFqcGc@._V1_.jpg,5.5,615
1953,tt0443331,Milenge Milenge,2010,"Drama, Romance","Hoping that destiny will re-unite them, a couple, on the verge of getting married, attempt to locate each other.",Satish Kaushik,"Kareena Kapoor, Shahid Kapoor, Aarti Chhabria, Delnaaz Irani",https://m.media-amazon.com/images/M/MV5BNDU2MjM5NzAzMl5BMl5BanBnXkFtZTcwNzM2MjE5Mw@@._V1_.jpg,4,2048
1954,tt23790740,Sri,2023,"Biography, Drama",An industrialist Srikanth Bolla who didn't let his visual impairment come in the way of his vision and founded Bollant Industries.,Tushar Hiranandani,"Alaya F, Jyotika, Sharad Kelkar, Deepak Mahato",https://m.media-amazon.com/images/M/MV5BNjQwZDZhYTktMTU3ZS00MGY1LWJjYjUtY2MzMDJhYWQxZTAyXkEyXkFqcGdeQXVyMTE0MTY2Mzk2._V1_.jpg,7.9,6812
1955,tt0136153,English Babu Desi Mem,1996,"Comedy, Drama, Musical","After his brother dies, wealthy Vikram reluctantly goes back to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.",Praveen Nischol,"Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey",https://m.media-amazon.com/images/M/MV5BN2FmMjU1ZjAtYmY5MS00ODM4LWE5MDAtYzUxMDhhNTIwNzc3XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_.jpg,4.6,2683
1956,tt20251896,Kahani Rubberband Ki,2022,"Comedy, Drama, Family","The regular life of a young couple in Uttar Pradesh until a contraceptive device malfunction results in an unintended pregnancy. While maintaining his friendship with Kavya, Narendra decides to take on the condom manufacturer",Sarika Sanjot,"Manish Raisinghan, Avika Gor, Pratik Gandhi, Gaurav Gera",https://m.media-amazon.com/images/M/MV5BY2M1YzBkOTItMTBmYS00Mzk5LThmYTMtMDU0ZGM1YjY4OTE3XkEyXkFqcGc@._V1_.jpg,5.2,1126
1957,tt0301215,Doosara Aadmi,1977,"Drama, Family, Romance","Kanu, Timsi and Nisha find themselves entangled in an emotional saga, the struggle of Nisha's past, Kanu and Timsi's present and an uncertain future.",Ramesh Talwar,"Shashi Kapoor, Rishi Kapoor, Neetu Singh, Rakhee Gulzar",https://m.media-amazon.com/images/M/MV5BNTI0NTQ3YWQtZTAwZi00YWZmLTg3ODgtN2NiY2M4ZmFhMTYwXkEyXkFqcGc@._V1_.jpg,6.6,360
1958,tt1179782,Mithya,2008,"Comedy, Crime, Thriller",A two-bit actor faces challenges after he is asked by Police to impersonate a look-alike gangster.,Rajat Kapoor,"Ranvir Shorey, Neha Dhupia, Naseeruddin Shah, Saurabh Shukla",https://m.media-amazon.com/images/M/MV5BMzhiMTFjOGMtNjMzNC00NThjLWExMWYtOTA1YjU4NzViZDBhXkEyXkFqcGc@._V1_.jpg,7,2247
1959,tt0287111,Wajood,1998,"Action, Crime, Drama","This story revolves around Malhar Gopaldas Agnihotri, a out-of-work actor, poor, and dependent on his father, who is heading for retirement. Malhar knows that he can act, very well indeed, ...                See full summary »",N. Chandra,"Nana Patekar, Madhuri Dixit, Mukul Dev, Ramya Krishnan",https://m.media-amazon.com/images/M/MV5BOWU4N2E3MmItYjFmMi00MzE3LTg0ZTEtNjk1ZGQ3ODcwMWMzXkEyXkFqcGc@._V1_.jpg,7.1,837
1960,tt0058921,Arzoo,1965,"Drama, Musical, Romance","After completing his medical studies, Gopal (Rajendra Kumar) takes a break and goes on holiday in Kashmir. There he meets with Usha (Sadhana) and both fall in love with each other. Back ...                See full summary »",Ramanand Sagar,"Rajendra Kumar Tuli, Sadhana Shivdasani, Feroz Khan, Nazima",https://m.media-amazon.com/images/M/MV5BZjk0OWI3YTQtYmExYi00MDg3LWI4NjktOTRiNWM4MzdmZTJmXkEyXkFqcGc@._V1_.jpg,7.3,316
1961,tt0305173,Aamdani Atthanni Kharcha Rupaiya,2001,"Comedy, Drama, Family","In order to make ends meet, three women steps out from their houses for earning. However, this irks their jobless husbands who can go to extreme lengths to stop them.","K. Raghavendra Rao, A.S. Ravindra Babu","Govinda, Juhi Chawla, Tabu, Chandrachur Singh",https://m.media-amazon.com/images/M/MV5BMTQyNTgxODA1Ml5BMl5BanBnXkFtZTcwOTUwMDE0MQ@@._V1_.jpg,4.9,1757
1962,tt0376620,Ghar Parivaar,1991,Drama,"Noble Shankar sells all his property and sends his step-brother Balwant to the city for higher education, but Balwant returns with a wife who refuses to adjust to the simple village life and becomes the reason for the family to split.",Mohanji Prasad,"Rajesh Khanna, Rishi Kapoor, Raj Kiran, Moushumi Chatterjee",https://m.media-amazon.com/images/M/MV5BZmRlMzY0ZDEtNzkyYy00YzRlLWJjMWYtMTNmODMyNTUzYTc3XkEyXkFqcGc@._V1_.jpg,5.6,62
1963,tt0364303,Dev,2004,Drama,"Joint Commissioner of Police Dev Pratap Singh, a duty-bound, self-righteous officer, and Special Commissioner Tejinder Khosla, the balancing force between the political interests of Chief ...                See full summary »",Govind Nihalani,"Amitabh Bachchan, Om Puri, Fardeen Khan, Kareena Kapoor",https://m.media-amazon.com/images/M/MV5BYThkNjdiNGUtOTBmZi00MmUzLTg4YWQtZWZiZjgxOTNjNzNhXkEyXkFqcGc@._V1_.jpg,6.7,1525
1964,tt0089413,Khamosh,1986,"Mystery, Thriller","When a starlet is murdered on a film location, a detective arrives to investigate the cast and crew.",Vidhu Vinod Chopra,"Shabana Azmi, Amol Palekar, Naseeruddin Shah, Soni Razdan",https://m.media-amazon.com/images/M/MV5BMTkwNzE3NTM3NV5BMl5BanBnXkFtZTcwNzUyNDE0MQ@@._V1_.jpg,7.5,1202
1965,tt0488381,Corporate,2006,Drama,Two corporate giants compete in order to recklessly maximize their respective profits.,Madhur Bhandarkar,"Bipasha Basu, Kay Kay Menon, Raj Babbar, Rajat Kapoor",https://m.media-amazon.com/images/M/MV5BMjIyNzgxOTM4MF5BMl5BanBnXkFtZTcwNjkwMTg4Mw@@._V1_.jpg,6.6,2172
1966,tt0233264,Avtaar,1983,Drama,"Avtaar Krishen lives a poor lifestyle with his wife, Radha, and two sons, Ramesh and Chander. He works in a factory and toils hard so that his sons can get the necessary education, and live...                See full summary »",Mohan Kumar,"Rajesh Khanna, Shabana Azmi, Sujit Kumar, A.K. Hangal",https://m.media-amazon.com/images/M/MV5BN2Y2MzJmODQtN2EzMC00NmEwLWI3ZWEtMDE5MjI3MmMyYmRjXkEyXkFqcGc@._V1_.jpg,7.3,782
1967,tt6149998,Juliet's X-Tape,,Thriller,Add a Plot,Pravein Birje,"Aparna Bajpai, Aditya Rajput",Not Available,,
1968,tt0897374,Munna,2007,Action,"Munna is a college student who targets Khakha, a local gangster with whom he has a personal vendetta since childhood.",Vamshi Paidipally,"Prabhas, Ileana D'Cruz, Prakash Raj, Kota Srinivasa Rao",https://m.media-amazon.com/images/M/MV5BMTNhOTg1OGUtZjdkOC00MGRlLWI5MTctNDZiNzVhMmFlYzBlXkEyXkFqcGc@._V1_.jpg,5.6,1518
1969,tt5050788,Loev,2015,"Drama, Romance","A weekend trip between friends takes a sudden turn, making them each question what love is and what it means to them.",Sudhanshu Saria,"Dhruv Ganesh, Siddharth Menon, Shiv Panditt, Dixit",https://m.media-amazon.com/images/M/MV5BNjc2NzY0MDk1NF5BMl5BanBnXkFtZTgwNzY0NDAzMjI@._V1_.jpg,5.9,2878
